Matrix1,Matrix2,cuBlas (µs),cuSparse (µs),gpuDense (µs),gpuSparse (µs),Blas (µs),cpuSparseParallel (µs),cpuDenseParallel (µs)
b_blas.mtx,b_blas.mtx,279335,10096,0,0,2,0,0
b_blas.mtx,a002.mtx,1620,1340,0,0,1,0,0
